,Title,Year,Rating,Link,Budget,Gross,Net,Date,Month
852,  Ready or Not (I),2019,6.8,/title/tt7798634/,6000000.0,57615777.0,51615777.0,2019-08-21,08
853,  The Curse of La Llorona,2019,5.2,/title/tt4913966/,9000000.0,123133739.0,114133739.0,2019-04-19,04
854,  Captive State,2019,6,/title/tt5968394/,25000000.0,8808611.0,-16191389.0,2019-03-15,03
855,  Pet Sematary,2019,5.7,/title/tt0837563/,21000000.0,113118226.0,92118226.0,2019-04-05,04
856,  Satanic Panic,2019,5.6,/title/tt8510350/,,,,2019-09-06,09
857,  Hellboy,2019,5.2,/title/tt2274648/,50000000.0,55065289.0,5065289.0,2019-04-12,04
858,  The Silence (II),2019,5.3,/title/tt7315484/,,2325977.0,,2019-04-10,04
859,  The Furies,2019,5.4,/title/tt8228172/,11900000.0,,,2019-11-07,11
860,  The Room,2019,6,/title/tt8485364/,4160000.0,44291.0,-4115709.0,2019-11-06,11
861,  La Llorona,2019,6.6,/title/tt10767168/,,294404.0,,2020-08-06,08
862,  Come to Daddy,2019,6,/title/tt8816194/,,117947.0,,2020-02-07,02
863,  Bliss (I),2019,5.9,/title/tt9026524/,,,,2019-09-27,09
864,  The Intruder (I),2019,5.6,/title/tt6722030/,8000000.0,36599361.0,28599361.0,2019-05-03,05
865,  Brightburn,2019,6.1,/title/tt7752126/,6000000.0,33224654.0,27224654.0,2019-05-24,05
866,  The Dead Don't Die,2019,5.4,/title/tt8695030/,,15325468.0,,2019-06-14,06
867,  Bacurau,2019,7.3,/title/tt2762506/,,3554178.0,,2020-03-19,03
868,  Le daim,2019,6.6,/title/tt8193790/,4160000.0,1686700.0,-2473300.0,2020-05-01,05
869,  Little Joe,2019,5.8,/title/tt9204204/,,208821.0,,2019-12-06,12
870,  Vivarium,2019,5.8,/title/tt8368406/,4000000.0,487625.0,-3512375.0,2020-03-27,03
871,  The Lighthouse (I),2019,7.4,/title/tt7984734/,11000000.0,18150235.0,7150235.0,2019-11-01,11
872,  Assimilate (I),2019,5.3,/title/tt5238904/,,,,2019-05-24,05
873,  Ma (I),2019,5.6,/title/tt7958736/,5000000.0,61220856.0,56220856.0,2019-05-31,05
874,  Z (I),2019,5.5,/title/tt8995218/,,788597.0,,2020-05-07,05
875,  Annabelle Comes Home,2019,5.9,/title/tt8350360/,30000000.0,231252591.0,201252591.0,2019-06-26,06
876,  Child's Play,2019,5.7,/title/tt8663516/,10000000.0,44907074.0,34907074.0,2019-06-21,06
877,  Midsommar,2019,7.1,/title/tt8772262/,9000000.0,47968908.0,38968908.0,2019-07-03,07
878,  Crawl (I),2019,6.1,/title/tt8364368/,13500000.0,91542097.0,78042097.0,2019-07-12,07
879,  1BR,2019,5.8,/title/tt7541106/,,16125.0,,2020-04-24,04
880,  The Wretched,2019,5.8,/title/tt8305806/,1200000.0,4369493.0,3169493.0,2020-05-01,05
881,  The Soul Collector (II),2019,5.2,/title/tt7320482/,,142725.0,,2020-06-12,06
882,  The Blue Elephant 2,2019,8.1,/title/tt10515086/,,713957.0,,2019-07-25,07
883,  Scary Stories to Tell in the Dark,2019,6.2,/title/tt3387520/,25000000.0,104545505.0,79545505.0,2019-08-09,08
884,  Haunt (I),2019,6.3,/title/tt6535880/,5000000.0,2243353.0,-2756647.0,2019-09-13,09
885,  Itsy Bitsy (II),2019,4.8,/title/tt6895284/,,,,2019-12-30,12
886,  47 Meters Down: Uncaged,2019,5,/title/tt7329656/,12000000.0,47582563.0,35582563.0,2019-08-16,08
887,  Rabid,2019,5.2,/title/tt5628902/,5000000.0,,,2019-12-13,12
888,  It Chapter Two,2019,6.5,/title/tt7349950/,79000000.0,473122525.0,394122525.0,2019-09-06,09
889,  Tabernacle 101,2019,5.5,/title/tt5265980/,2040000.0000000002,,,2019-08-30,08
890,  The Fanatic,2019,4.2,/title/tt7869070/,18000000.0,,,2020-08-05,08
891,  Sea Fever,2019,5.7,/title/tt2716382/,,387740.0,,2020-04-10,04
892,  The Platform,2019,7,/title/tt8228288/,,1090116.0,,2020-03-20,03
893,  Color Out of Space,2019,6.2,/title/tt5073642/,6000000.0,1023510.0,-4976490.0,2020-02-25,02
894,  Synchronic,2019,6.2,/title/tt9016974/,,1483731.0,,2020-10-23,10
895,  Saint Maud,2019,6.7,/title/tt7557108/,,1383868.0,,2021-02-12,02
896,  The Vigil,2019,5.8,/title/tt10793644/,,1201833.0,,2021-02-26,02
897,  The Beach House (II),2019,5.3,/title/tt10843306/,,,,2020-07-09,07
898,  3 from Hell,2019,5.4,/title/tt8134742/,3000000.0,2295825.0,-704175.0,2019-09-16,09
899,  The Cleansing Hour,2019,6,/title/tt8009906/,,139355.0,,2020-01-03,01
900,  In the Tall Grass,2019,5.4,/title/tt4687108/,,,,2019-10-04,10
901,  The Mortuary Collection,2019,6.4,/title/tt7781432/,,107629.0,,2020-10-15,10
902,  VFW,2019,6.1,/title/tt9894470/,1000000.0,23101.0,-976899.0,2020-02-14,02
903,  The Dawn,2019,3.9,/title/tt7461372/,,140710.0,,2020-06-02,06
904,  Doom: Annihilation,2019,3.7,/title/tt8328716/,,,,2019-10-01,10
905,  Trick (II),2019,4.9,/title/tt9177040/,,48953.0,,2019-10-18,10
906,  Zombieland: Double Tap,2019,6.7,/title/tt1560220/,42000000.0,122810399.0,80810399.0,2019-10-18,10
907,  The Addams Family,2019,5.8,/title/tt1620981/,24000000.0,204394183.0,180394183.0,2019-10-11,10
908,  Mermaid Down,2019,5.2,/title/tt3584496/,85000.0,116466.0,31466.0,2019-10-15,10
909,  Impetigore,2019,6.6,/title/tt9000302/,,,,2020-07-23,07
910,  Eli (I),2019,5.8,/title/tt5294518/,14113729.0,,,2019-10-18,10
911,  Countdown (III),2019,5.4,/title/tt10039344/,6500000.0,48021766.0,41521766.0,2019-10-25,10
912,  Rattlesnake,2019,4.6,/title/tt9257484/,,,,2019-10-25,10
913,  Funhouse,2019,5.3,/title/tt6852534/,,110571.0,,2021-05-28,05
914,  Twin Murders: The Silence of the White City,2019,5.3,/title/tt8393332/,,2579646.0,,2020-03-06,03
915,  Doctor Sleep,2019,7.3,/title/tt5606664/,45000000.0,72381712.0,27381712.0,2019-11-08,11
916,  Black Christmas,2019,3.5,/title/tt10481868/,5000000.0,18529730.0,13529730.0,2019-12-13,12
917,  Yummy,2019,5.9,/title/tt11054164/,676000.0,,,2020-06-25,06
918,  Awoken,2019,5.1,/title/tt7838536/,1900000.0,348228.0,-1551772.0,2020-05-08,05
919,  Ghost Stories,2020,4.4,/title/tt10230404/,,,,2020-01-01,01
920,  The Grudge (I),2020,4.3,/title/tt3612126/,10000000.0,49511319.0,39511319.0,2020-01-03,01
921,  Underwater,2020,5.8,/title/tt5774060/,80000000.0,40882928.0,-39117072.0,2020-01-10,01
922,  The Turning,2020,3.9,/title/tt7510346/,14000000.0,19428166.0,5428166.0,2020-01-24,01
923,  Spree,2020,5.9,/title/tt11394332/,,50616.0,,2020-08-14,08
924,  The Night House,2020,6.5,/title/tt9731534/,,15437703.0,,2021-08-20,08
925,  Possessor,2020,6.5,/title/tt5918982/,,911180.0,,2020-10-02,10
926,  Relic,2020,6,/title/tt9072352/,,2902552.0,,2020-07-10,07
927,  His House,2020,6.5,/title/tt8508734/,,,,2020-10-30,10
928,  Gretel & Hansel,2020,5.5,/title/tt9086228/,5000000.0,22304357.0,17304357.0,2020-01-31,01
929,  Fantasy Island,2020,4.9,/title/tt0983946/,7000000.0,49447308.0,42447308.0,2020-02-14,02
930,  A Dark Foe,2020,5.9,/title/tt8433210/,,,,2021-07-30,07
931,  Brahms: The Boy II,2020,4.7,/title/tt9173418/,10000000.0,20311536.0,10311536.0,2020-02-21,02
932,  Bhoot: Part One - The Haunted Ship,2020,5.4,/title/tt10463030/,,4377328.0,,2020-02-21,02
933,  The Invisible Man (I),2020,7.1,/title/tt1051906/,7000000.0,144492724.0,137492724.0,2020-02-28,02
934,  The Vanished,2020,5.7,/title/tt9794630/,2000000.0,,,2020-08-21,08
935,  Alone (V),2020,6.2,/title/tt7711170/,,651445.0,,2020-09-18,09
936,  A Quiet Place Part II,2020,7.2,/title/tt8332922/,,297372261.0,,2021-05-28,05
937,  The Hunt (II),2020,6.5,/title/tt8244784/,14000000.0,10550350.0,-3449650.0,2020-03-13,03
938,  Nobody Sleeps in the Woods Tonight,2020,4.9,/title/tt11240506/,,,,2020-10-28,10
939,  Body Cam,2020,5.3,/title/tt8179024/,9591845.0,,,2020-05-18,05
940,  The Call,2020,7.1,/title/tt10530176/,,,,2020-11-27,11
941,  Anything for Jackson,2020,6.3,/title/tt12137964/,,496008.0,,2020-12-03,12
942,  Sputnik,2020,6.4,/title/tt11905962/,3144525.65,354023.0,-2790502.65,2020-07-24,07
943,  The Dark and the Wicked,2020,6.1,/title/tt10229558/,,463279.0,,2020-11-06,11
944,  Choke,2020,3.8,/title/tt11127256/,,,,2020-05-10,05
945,  The Dinner Party,2020,4.8,/title/tt10358198/,,,,2020-06-09,06
946,  Becky (II),2020,5.9,/title/tt10314450/,,1045873.0,,2020-06-05,06
947,  You Should Have Left,2020,5.4,/title/tt8201852/,,,,2020-06-18,06
948,  The Rental,2020,5.7,/title/tt10003008/,3500000.0,4311042.0,811042.0,2020-07-24,07
949,  #Alive,2020,6.3,/title/tt10620868/,,13432212.0,,2020-09-08,09
950,  Bulbbul,2020,6.5,/title/tt12393526/,,,,2020-06-24,06
951,  Black Water: Abyss,2020,4.6,/title/tt7978672/,,1117982.0,,2020-08-07,08
952,  Tribal Get Out Alive,2020,4.2,/title/tt10126136/,,,,2020-07-07,07
953,  Follow Me,2020,5.4,/title/tt8160834/,,4377394.0,,2020-09-18,09
954,  Peninsula,2020,5.5,/title/tt8850222/,,42698327.0,,2020-08-07,08
955,  Attack on Titan: Chronicle,2020,8.5,/title/tt12415546/,,42908.0,,2020-07-17,07
956,  Ghosts of War,2020,5.6,/title/tt6508228/,,345289.0,,2020-07-17,07
957,  Don't Listen,2020,6.1,/title/tt11750282/,,443458.0,,2020-11-27,11
958,  Host (II),2020,6.5,/title/tt12749596/,,443807.0,,2020-07-30,07
959,  She Dies Tomorrow,2020,5.1,/title/tt11614912/,,398663.0,,2020-08-07,08
960,  Antebellum,2020,5.8,/title/tt10065694/,,7792716.0,,2020-09-18,09
961,  The New Mutants,2020,5.3,/title/tt4682266/,67000000.0,49169594.0,-17830406.0,2020-08-28,08
962,  Rogue (I),2020,4.1,/title/tt11576124/,,242884.0,,2020-08-28,08
963,  The Block Island Sound,2020,5.3,/title/tt8747160/,,,,2021-03-11,03
964,  Attack of the Unknown,2020,4.3,/title/tt8804580/,,,,2020-08-28,08
965,  Triggered (I),2020,5.1,/title/tt9419976/,,,,2020-11-06,11
966,  The Swarm,2020,5.3,/title/tt10675724/,2912000.0,280661.0,-2631339.0,2021-08-06,08
967,  Come True,2020,6,/title/tt7026488/,,70459.0,,2021-03-12,03
968,  Parallel Minds,2020,4.3,/title/tt7642500/,1575000.0,,,2020-09-01,09
969,  The Owners,2020,4.9,/title/tt9806370/,,583134.0,,2021-02-22,02
970,  Bloody Hell,2020,6.5,/title/tt9772374/,,72147.0,,2021-01-14,01
971,  The Babysitter: Killer Queen,2020,5.8,/title/tt11024272/,,,,2020-09-10,09
972,  Psycho Goreman,2020,6.2,/title/tt11252440/,1125000.0,95384.0,-1029616.0,2020-09-10,09
973,  Shadow in the Cloud,2020,5,/title/tt9691136/,,1054290.0,,2021-01-01,01
974,  Death of Me,2020,4.4,/title/tt1830643/,,292271.0,,2020-10-02,10
975,  Spontaneous (II),2020,6.5,/title/tt5774062/,,,,2020-10-02,10
976,  Vampires vs. the Bronx,2020,5.7,/title/tt8976576/,,,,2020-10-02,10
977,  Nishabdham,2020,5.1,/title/tt9605894/,,,,2020-10-02,10
978,  Caveat,2020,5.9,/title/tt7917178/,302500.0,78665.0,-223835.0,2021-06-05,06
979,  Black Box (II),2020,6.2,/title/tt12298506/,,32668.0,,2020-10-06,10
980,  Books of Blood,2020,5.6,/title/tt11242218/,,,,2020-10-07,10
981,  Freaky,2020,6.3,/title/tt10919380/,5000000.0,18073433.0,13073433.0,2020-11-13,11
982,  Vicious Fun,2020,6.5,/title/tt11778118/,,,,2021-06-29,06
983,  The Old Ways (II),2020,5.4,/title/tt12829958/,,,,,
984,  The Wolf of Snow Hollow,2020,6.2,/title/tt11140488/,2000000.0,266963.0,-1733037.0,2020-10-09,10
985,  Meander,2020,5.5,/title/tt5752192/,,675001.0,,2021-07-09,07
986,  Nocturne (II),2020,5.7,/title/tt11044858/,,,,2020-10-13,10
987,  Cadaver,2020,5.2,/title/tt11284280/,,,,2020-10-22,10
988,  The Witches,2020,5.3,/title/tt0805647/,,29333671.0,,2020-10-22,10
989,  The Empty Man,2020,6.2,/title/tt5867314/,,4796993.0,,2020-10-23,10
990,  The Craft: Legacy,2020,4.5,/title/tt4685762/,,1922557.0,,2020-10-28,10
991,  Come Play,2020,5.7,/title/tt8004664/,,13182254.0,,2020-10-30,10
992,  Horizon Line,2020,4.8,/title/tt5498354/,,916042.0,,2021-01-12,01
993,  Spell,2020,5.5,/title/tt10736580/,,500104.0,,2020-10-30,10
994,  Laxmii,2020,2.6,/title/tt10350922/,,623913.0,,2020-11-09,11
995,  What Lies Below,2020,4.4,/title/tt9264728/,,21676.0,,2020-12-04,12
996,  Durgamati: The Myth,2020,4,/title/tt11229134/,,,,2020-12-11,12
997,  Breach (IV),2020,3,/title/tt9820556/,,39328.0,,2020-12-18,12
998,  Hunter Hunter,2020,6.4,/title/tt2226162/,,32705.0,,2020-12-18,12
999,  The Sadness,2021,6.5,/title/tt13872248/,,430254.0,,2022-05-12,05
1000,  Wrong Turn,2021,5.5,/title/tt9110170/,,4829926.0,,2021-02-26,02
1001,  Censor,2021,6,/title/tt10329614/,,361699.0,,2021-06-11,06
1002,  In the Earth,2021,5.2,/title/tt13429362/,,1330723.0,,2021-04-16,04
1003,  Below Zero,2021,6.2,/title/tt9845564/,,,,2021-01-29,01
1004,  Coming Home in the Dark,2021,5.7,/title/tt6874762/,,77658.0,,2021-10-01,10
1005,  The Cursed,2021,6.2,/title/tt9907782/,,4588389.0,,2022-02-18,02
1006,  Prisoners of the Ghostland,2021,4.2,/title/tt6372694/,,80425.0,,2021-09-17,09
1007,  Fear of Rain,2021,5.9,/title/tt10037014/,,24565.0,,2021-02-12,02
1008,  Red Dot,2021,5.5,/title/tt11307814/,,,,2021-02-11,02
1009,  Willy's Wonderland,2021,5.5,/title/tt8114980/,5500000.0,457144.0,-5042856.0,2021-02-12,02
1010,  The Stairs (I),2021,4.5,/title/tt10083174/,,,,2021-02-26,02
1011,  Son (I),2021,5.6,/title/tt5624466/,,82328.0,,2021-03-05,03
1012,  The Beta Test,2021,6.1,/title/tt11738830/,,37536.0,,2021-10-15,10
1013,  Roohi,2021,4.3,/title/tt10098288/,,2306525.0,,2021-03-11,03
1014,  The Priest (I),2021,6.2,/title/tt11591306/,1342000.0,110855.0,-1231145.0,2021-03-11,03
1015,  The Stay,2021,4.8,/title/tt11591424/,,,,2021-03-16,03
1016,  Gaia,2021,5.6,/title/tt11881160/,,47863.0,,2021-06-18,06
1017,  The Unholy,2021,5.1,/title/tt9419056/,,30832137.0,,2021-04-02,04
1018,  Things Heard & Seen,2021,5.3,/title/tt10962368/,,,,2021-04-29,04
1019,  Great White,2021,4.2,/title/tt8435002/,,635058.0,,2021-07-16,07
1020,  Spiral,2021,5.2,/title/tt10342730/,20000000.0,40618920.0,20618920.0,2021-05-14,05
1021,  Army of the Dead,2021,5.7,/title/tt0993840/,70000000.0,,,2021-05-21,05
1022,  The Conjuring: The Devil Made Me Do It,2021,6.3,/title/tt7069210/,39000000.0,206401480.0,167401480.0,2021-06-04,06
1023,  Awake (III),2021,4.9,/title/tt10418662/,,154608.0,,2021-06-09,06
1024,  Werewolves Within,2021,6,/title/tt9288692/,,937490.0,,2021-07-02,07
1025,  False Positive,2021,4.7,/title/tt10096842/,,,,2021-06-25,06
1026,  Girl Next,2021,5.2,/title/tt11423214/,1000000.0,,,2021-06-18,06
1027,  The Deep House,2021,5.4,/title/tt11686490/,,1899068.0,,2021-11-05,11
1028,"  Batman: The Long Halloween, Part One",2021,7.2,/title/tt14324650/,,,,2021-06-22,06
1029,  Fear Street: Part One - 1994,2021,6.2,/title/tt6566576/,,,,2021-07-02,07
1030,  The Forever Purge,2021,5.4,/title/tt10327252/,18000000.0,76994245.0,58994245.0,2021-07-02,07
1031,  A Classic Horror Story,2021,5.7,/title/tt12877640/,3120000.0,,,2021-07-14,07
1032,  Escape Room: Tournament of Champions,2021,5.7,/title/tt9844522/,15000000.0,65774490.0,50774490.0,2021-07-16,07
1033,  Fear Street: Part Two - 1978,2021,6.7,/title/tt9701940/,,,,2021-07-09,07
1034,  The Medium,2021,6.5,/title/tt13446168/,,8826689.0,,2021-07-14,07
1035,  The Innocents,2021,7,/title/tt4028464/,,232071.0,,2021-09-03,09
1036,  Titane,2021,6.6,/title/tt10944760/,5928000.0,4982335.0,-945665.0,2021-10-01,10
1037,  Lamb,2021,6.3,/title/tt9812474/,,3189087.0,,2021-09-24,09
1038,  Fear Street: Part Three - 1666,2021,6.6,/title/tt9701942/,,,,2021-07-16,07
1039,  Old,2021,5.8,/title/tt10954652/,18000000.0,90146510.0,72146510.0,2021-07-23,07
1040,  Demonic (I),2021,4.3,/title/tt13392012/,,366656.0,,2021-08-20,08
1041,  Blood Red Sky,2021,6.1,/title/tt6402468/,15600000.0,401834.0,-15198166.0,2021-07-23,07
1042,"  Batman: The Long Halloween, Part Two",2021,7.1,/title/tt14402926/,,,,2021-07-27,07
1043,  The Trip,2021,6.9,/title/tt13109952/,,,,2021-10-15,10
1044,  Aftermath (IV),2021,5.3,/title/tt10691162/,,,,2021-08-04,08
1045,  Mad God,2021,6.8,/title/tt15090124/,,325042.0,,2022-06-16,06
1046,  Don't Breathe 2,2021,6,/title/tt6246322/,,53785551.0,,2021-08-13,08
1047,  The Accursed,2021,5.5,/title/tt5737388/,,83891.0,,2021-11-12,11
1048,  The Girl Who Got Away,2021,5.5,/title/tt11859012/,,,,2021-08-20,08
1049,  Candyman,2021,5.9,/title/tt9347730/,22000000.0,77411570.0,55411570.0,2021-08-27,08
1050,  Wired Shut,2021,5.9,/title/tt9728962/,,,,2021-11-30,11
1051,  Malignant (I),2021,6.2,/title/tt3811906/,40000000.0,34892041.0,-5107959.0,2021-09-10,09
1052,  Last Night in Soho,2021,7.1,/title/tt9639470/,43000000.0,22957625.0,-20042375.0,2021-10-29,10
1053,  Halloween Kills,2021,5.5,/title/tt10665338/,20000000.0,133423964.0,113423964.0,2021-10-15,10
1054,  Bhoot Police,2021,7,/title/tt10083640/,,,,2021-09-10,09
1055,  Nightbooks,2021,5.7,/title/tt10521144/,,,,2021-09-15,09
1056,  There's Someone Inside Your House,2021,4.8,/title/tt8150814/,,,,2021-10-06,10
1057,  Black Friday (III),2021,4.6,/title/tt11649338/,,1581.0,,2021-11-19,11
1058,  The Black Phone,2021,6.9,/title/tt7144666/,18000000.0,161204742.0,143204742.0,2022-06-24,06
1059,  V/H/S/94,2021,5.5,/title/tt14867006/,,,,2021-10-06,10
1060,  No One Gets Out Alive,2021,5.3,/title/tt13056008/,,,,2021-09-29,09
1061,  The Addams Family 2,2021,5.4,/title/tt11125620/,,119815153.0,,2021-10-01,10
1062,  The Manor (I),2021,5.3,/title/tt13372794/,,,,2021-10-08,10
1063,  Hideout,2021,4.6,/title/tt10899402/,,,,2021-11-09,11
1064,  Antlers,2021,5.9,/title/tt7740510/,,18867659.0,,2021-10-29,10
1065,  Night Teeth,2021,5.7,/title/tt10763820/,25000000.0,,,2021-10-20,10
1066,  Paranormal Activity: Next of Kin,2021,5.2,/title/tt10515988/,,,,2021-10-29,10
1067,  Resident Evil: Welcome to Raccoon City,2021,5.2,/title/tt6920084/,25000000.0,41914915.0,16914915.0,2021-11-24,11
1068,  Chhorii,2021,6.8,/title/tt12861212/,,,,2021-11-26,11
1069,  The Cellar,2022,5.3,/title/tt14550642/,,1649074.0,,2022-04-15,04
1070,  Scream (I),2022,6.3,/title/tt11245972/,24000000.0,140041405.0,116041405.0,2022-01-14,01
1071,  Hotel Transylvania: Transformania,2022,6,/title/tt9848626/,,,,2022-01-14,01
1072,  The House (III),2022,6.8,/title/tt11703050/,,,,2022-01-14,01
1073,  Fresh,2022,6.7,/title/tt13403046/,,,,2022-03-04,03
1074,  Master (I),2022,5.2,/title/tt11286210/,,,,2022-03-18,03
1075,  Watcher (I),2022,6.3,/title/tt12004038/,,2989051.0,,2022-06-03,06
1076,  Speak No Evil,2022,6.6,/title/tt14253846/,3200000.0,622930.0,-2577070.0,2022-03-17,03
1077,  Resurrection,2022,6,/title/tt11540726/,,161266.0,,2022-01-22,01
1078,  Hatching,2022,6.2,/title/tt12519030/,4112551.04,503889.0,-3608662.04,2022-03-04,03
1079,  You Won't Be Alone,2022,6.3,/title/tt8296030/,,335465.0,,2022-04-14,04
1080,  The Requin,2022,2.6,/title/tt11348232/,8500000.0,130493.0,-8369507.0,2022-01-28,01
1081,  Those Who Walk Away,2022,5.8,/title/tt12292206/,,,,2022-02-11,02
1082,  Texas Chainsaw Massacre,2022,4.7,/title/tt11755740/,20000000.0,,,2022-02-18,02
1083,  Studio 666,2022,5.7,/title/tt15374070/,,3018515.0,,2022-02-25,02
1084,  Deadstream,2022,6.6,/title/tt12788488/,,1193834.0,,2022-10-06,10
1085,  X (II),2022,6.6,/title/tt13560574/,,14779858.0,,2022-03-18,03
1086,  Bodies Bodies Bodies,2022,6.3,/title/tt8110652/,,13903330.0,,2022-08-05,08
1087,  Umma,2022,4.7,/title/tt13235822/,,2232593.0,,2022-03-18,03
1088,  Incantation,2022,6.2,/title/tt18968540/,1462500.0,,,2022-07-08,07
1089,  Morbius,2022,5.2,/title/tt5108870/,75000000.0,167460961.0,92460961.0,2022-04-01,04
1090,  Choose or Die,2022,4.8,/title/tt11514780/,,,,2022-04-15,04
1091,  Doctor Strange in the Multiverse of Madness,2022,6.9,/title/tt9419884/,200000000.0,955775804.0,755775804.0,2022-05-06,05
1092,  Firestarter,2022,4.6,/title/tt1798632/,12000000.0,14889250.0,2889250.0,2022-05-12,05
1093,  Bhool Bhulaiyaa 2,2022,5.7,/title/tt6455162/,,18307258.0,,2022-05-20,05
1094,  Men,2022,6.1,/title/tt13841850/,,11152071.0,,2022-05-20,05
1095,  Crimes of the Future,2022,5.9,/title/tt14549466/,35000000.0,4520550.0,-30479450.0,2022-06-03,06
1096,  Nope,2022,6.9,/title/tt10954984/,68000000.0,171235592.0,103235592.0,2022-07-22,07
1097,  Prey (I),2022,7.2,/title/tt11866324/,65000000.0,,,2022-08-05,08
1098,  They/Them,2022,3.8,/title/tt14502344/,,,,2022-08-05,08
1099,  Orphan: First Kill,2022,5.9,/title/tt11851548/,10000000.0,37083743.0,27083743.0,2022-08-19,08
